,Celltype1,Celltype2,Celltype3,Celltype4,Celltype5,Celltype6,Celltype7,Celltype8,Celltype9,Celltype10
hsa00500,0.0863363473722581,0.739541477683586,1,0.998517062549283,0.59629272622887,0.398105360557969,0.974668376149938,0.999162133528336,0.219395745590762,0.707037407742419
hsa00510,0.998558112634233,0.80676086140292,1,0.999257786229186,0.9164100768291,0.820300579373108,0.880427082517344,0.961343432589795,0.743642245625694,0.930567335811049
hsa00512,0.497687828186251,0.3912922101478,0.965126218587378,0.877055584585756,0.840463272035487,0.815165507827807,0.742253176337921,0.65334754115801,0.630595109930306,0.66923084456303
hsa00513,0.997291665869638,0.804066405396676,1,0.99914921920957,0.913717152321272,0.8109924654649,0.874914451702626,0.949286564913536,0.747268226815604,0.917430596347013
hsa00514,0.998656249650811,0.719797671413943,0.999999999999753,0.999951842358979,0.998318664786182,0.897595655379869,0.993797310054532,0.899308391230068,0.990103314671435,0.997668730444749
hsa00520,0.153850326849133,0.0354268820034376,7.41008320560814e-37,0.739687611278154,0.339584450366013,0.398105360557969,0.719064667977701,0.0109192461701061,0.0673626423830105,0.0786644538463426
hsa00562,0.0229992592075306,0.00379821849646655,0.669232780388636,0.377217756276437,0.24551763337086,0.398105360557969,0.51987878058733,0.669934873223258,0.0713807410582045,0.0585468000449313
hsa00563,0.00735993704637999,0.127547689960691,0.582987895349329,0.714900784017928,0.20595564248759,0.528637432147131,0.665765894898896,0.277705598127258,0.0503241767936228,0.0346025513297761
hsa00564,0.907235774126555,0.0748723552504508,0.557684181368034,0.618759553333695,0.169434434747822,0.175155289483166,0.337539470245017,0.470370372870924,0.136048416361821,0.531226971809606
hsa00565,0.265404008967036,0.0967147696738959,0.797980919023242,0.698208224092364,0.253978428075882,0.177165831817447,0.527097784876352,0.665817675616155,0.156995498488422,0.519838754558904
hsa00590,0.927358775724785,0.598903600356099,3.4699411034588e-09,0.999999999605433,0.750905138250183,0.671718440869553,0.996361930879014,0.000755319512702512,0.913990340055527,0.72349494297747
hsa00600,0.899588995145351,0.379320286531897,0.993529980568057,0.998313101884597,0.683509498968833,0.503098571082811,0.983781775049273,0.79895300085062,0.859166710267193,0.8349306770604
hsa00620,0.00973180731022035,0.0409407666987559,1.67071140656264e-33,0.696688926577229,0.185893553479555,0.398105360557969,0.486443282493778,0.056907467180713,0.0855669095473334,0.225515957526649
hsa00980,0.704201892870938,0.51795174804277,1,0.992748077849978,0.979325571533628,0.537129461291841,0.347948796694358,0.998710326931951,0.510520080498158,0.925799906140293
hsa00982,0.11820719871926,0.376344803806031,1,0.998398858785142,0.941303395813124,0.398105360557969,0.852673628576388,0.997997682486845,0.599644550143176,0.707892336186313
hsa00983,0.662072020602218,0.203321661458694,1,0.996540763477251,0.536086249694128,0.398105360557969,0.7760945589467,0.843873223634781,0.227271521636088,0.966617064251353
hsa03008,0.0222430002178173,0.0166131983937269,4.23246968631197e-11,0.155824453051514,0.0276739379907947,0.0904688669303736,0.462991080252104,0.475887037031407,1.6815617603966e-06,0.1320265118089
hsa03010,8.47604458226143e-57,6.1688464489177e-40,5.77670093225726e-209,4.1804514270852e-103,3.11309314848903e-90,2.65308664889219e-12,1.00828196673218e-28,6.86243613657359e-23,5.95351907707222e-45,2.50006638798258e-27
