,Celltype1,Celltype2,Celltype3,Celltype4,Celltype5
hsa04974,0.252583772479045,0.458974910984914,1.23008431957462e-34,0.903709600120967,0.87189668347371
hsa04976,0.127990678087167,0.188661117749434,4.01591583683203e-37,0.0204656578840974,0.0372915648136443
hsa05012,1,1,1,1,1
hsa05017,0.024093693751642,0.000351418999186758,0.0569019446303871,0.38213587291324,7.21223051146388e-06
hsa05020,1,1,1,1,1
hsa05031,0.330464613263408,0.21872654930225,0.696020547289018,0.46662037513218,0.0400723555180693
hsa05034,0.310016870419725,0.417085071681318,3.16816524733608e-14,0.18509745910558,0.344178718003504
hsa05100,0.999999991787042,0.999999999919611,0.999999999999692,1,1
hsa05120,0.999999907072447,0.999994181939917,1,1,0.999999999999983
hsa05130,1,1,1,1,1
hsa05131,1,0.999999999999951,1,1,0.999999999999998
hsa05132,0.999998878919283,0.9999999999999,0.99999997308254,1,1
hsa05134,0.962447941480068,0.512813196982256,0.99999999977672,0.986845383826634,0.82777647359807
hsa05135,0.999999999999996,0.999999999990152,0.994762909485639,1,1
hsa05140,0.00941863868385589,0.157256816439928,0.995080230600428,0.000143159632178898,0.104006952592767
hsa05142,0.64613181518506,0.928606871864828,0.931332136319521,0.999999892908862,0.335341590037177
hsa05145,0.777523039674805,0.191366544442613,0.999999999999682,0.0122093147565199,0.946176969983338
hsa05146,0.00578594106689486,0.207458631108756,0.0597528736916244,0.0395172353827304,0.125128132170834
hsa05150,0.88450234707087,0.173495554437426,0.576135931314861,1.08790557603454e-11,0.119774594083838
hsa05152,1.35808021943054e-05,5.31244063801815e-05,0.996168886445512,2.7464103897863e-12,4.78776808789437e-09
hsa05160,0.99989466523267,0.999999856658261,0.757983312051232,0.999999582140533,0.999999999999489
hsa05161,0.652385308547251,0.997608711612336,0.00467708647216723,0.876130797832013,0.999878762656778
hsa05162,8.977829544266e-05,0.00907032240123397,0.000210587344520523,0.0128716060392076,0.000310765412714639
hsa05163,0.994941432352531,0.0305252730208216,1.51212732761053e-10,0.243816277406582,0.82777647359807
hsa05164,0.97335718544225,0.996827372980746,1,0.0457023173022528,0.917081338791378
hsa05166,0.224998702308072,0.99491324889029,0.99999999981082,9.59150705814152e-15,0.978989936129436
hsa05167,0.982959440184723,0.624723905774949,2.07581136047157e-08,0.534219086673348,0.902899157386084
hsa05169,0.740783153980517,0.808935227353161,0.999999999993521,1.42626129729107e-06,0.997963378446679
hsa05170,0.00359387346466615,0.00258819107742185,2.08741559913361e-40,2.64202297842267e-05,0.000844524361011539
hsa05171,4.14518671852598e-54,2.41392614504658e-39,1.53722117337242e-205,6.25906723011456e-101,2.89217662748808e-88
hsa05202,0.059986228224643,0.989042610285693,0.977862728575287,1.31323912147187e-06,0.0474664507235875
hsa05203,5.54524194812971e-06,2.75165938079178e-05,9.57857592777158e-10,0.000261896615744382,0.000691618414026093
hsa05204,0.813118113935874,0.448002679835792,1,0.882353282084787,0.935257012387031
hsa05205,0.99999658269763,0.0368119481211363,7.12158731695693e-16,0.257478320276116,0.656653479870349
hsa05207,0.948236954224226,0.267889964324108,1,0.664132645809757,0.944254145830046
hsa05208,1,0.999999999983298,0.993921063755712,0.998524105020443,0.999999999889321
hsa05210,0.0123036251613453,0.055221745349482,4.5860796271479e-16,0.00381622545858305,0.0111968775260906
hsa05211,0.0102809898817392,0.0877528741162465,1.98601241809816e-33,0.000683586959432573,0.0124512977581975
hsa05212,0.84158115813658,0.172362015003997,8.23019974507769e-11,0.331003758750296,0.507218094397249
hsa05213,0.00678018666684148,0.0289541801764969,1.25659999178409e-22,0.00777259607179028,0.00274581583975193
hsa05215,0.122580443277559,0.0691556039160476,9.63770622441278e-21,0.0322119218824622,0.188254323403231
hsa05219,0.103221642854031,0.561183698719973,1.682239992375e-12,0.238550297211084,0.39855598702497
hsa05221,0.999960233148727,0.998806568872597,0.0660306073179081,0.0139858605770318,0.925596152659153
hsa05223,0.994802834676538,0.20211178650682,0.0136149394678707,0.910949680280432,0.901336109831426
hsa05224,0.00584795627871035,0.2770878766034,3.86536214880133e-13,0.0497578383897304,0.0688424834161413
hsa05225,0.73344573241614,0.446250587173279,4.59891386410887e-24,0.547069553393606,0.0837276810899017
hsa05226,0.0149784761066945,0.100378239116907,6.78156356928379e-22,0.0154810869350242,0.0107182126458029
hsa05231,0.00210881585441947,0.734294429141039,6.05627746419801e-08,0.0217131021408507,0.00823753365201449
hsa05235,0.999766264569068,0.31653122919803,0.779196901929364,0.999999997708695,0.983746317208522
hsa05310,0.00182809034815433,0.135435534155093,0.593383526173021,1.3727571537567e-07,0.212537748864152
hsa05320,0.000511532227664715,0.868383440103538,0.5624529075917,1.34727361262103e-07,0.402635349785889
hsa05321,0.895764804158809,0.295934618952898,0.999999999998078,0.0229092516547153,0.972585752163494
hsa05322,0.00104228194776405,0.129735208042115,0.528888991755486,1.69935865650368e-08,0.194625627796801
hsa05323,0.0343696423881716,1.19047493114325e-09,3.01833428852169e-24,7.5082616973725e-27,1.04356300559861e-16
hsa05330,0.000508140293946322,0.872127437631771,0.563565357690189,1.19018604573733e-07,0.411998828316374
hsa05332,0.000506452145053729,0.876702488703383,0.564492015916367,1.17239308289686e-07,0.409653033462002
hsa05410,0.169538705939243,0.260644014380371,0.737094100795468,0.469139636764296,0.269460867934715
hsa05412,0.0922314003292899,0.260644014380371,0.468489976465334,0.233778362587224,0.268963037431927
hsa05414,0.170012650594988,0.260644014380371,0.670898055363753,0.466900228921057,0.214512407949862
hsa05415,6.41804285877159e-05,0.999999980743706,1,0.999999999999705,0.999999996100854
hsa05416,0.000187668283567387,0.0546063955278757,0.470736495842806,1.67200926947139e-09,0.104279508949907
hsa05417,0.999998982700094,0.98418072903644,0.999999901368418,0.993494719202025,0.998376340175816
hsa05418,0.0583300411286691,0.0255482433356383,1.81381117812664e-48,0.30391687787115,0.0308662359158416
