,gene_heritability_correlation
AC073283.7,0
CALM2,0.089183433820965
AC073283.4,-0.00870595484182662
BCYRN1,-0.0151226975728336
EPCAM,-0.0557437485270643
MSH2,0.0958602799137081
KCNK12,-0.0212724985539949
MSH6,-0.00105408216156689
FBXO11,0.134106560583794
AC079807.2,0.0196764701814949
AC079807.4,0
FOXN2,0.017146590321926
RP11-191L17.1,0
PPP1R21,-0.0240521944445541
STON1,-0.000633889512816689
RP11-310N16.1,0
NRXN1,0
AC010967.2,0
ASB3,-0.0653013752363003
CHAC2,0.307242472819121
ERLEC1,0.142131479104234
GPR75,0
PSME4,-0.0487691204152572
ACYP2,-0.0819974173206036
RP11-477N3.1,0.00986802843058537
C2orf73,0.00826199497087584
SPTBN1,-0.107782142135561
EML6,0.0304665494498918
RTN4,0.018604544228383
CLHC1,-0.00346904439075839
RPS27A,0.268226411199705
MTIF2,-0.0337060631008758
AC012358.8,0.020798074513864
CCDC88A,0.0445747619109006
CFAP36,0.00864430738139859
PPP4R3B,-0.00744366690285449
RP11-554J4.1,0.112250355209196
PNPT1,-0.0166850300239456
EFEMP1,-0.0133317824468167
AC007743.1,-0.00870595484182662
CCDC85A,0.363826247542758
VRK2,0.0274494381410841
FANCL,-0.0254099861373687
RP11-334G22.1,0.0175656658836686
AC007381.3,0
BCL11A,0.123319798224348
PAPOLG,-0.0465477249633068
REL,-0.0278381959090817
PUS10,-0.0155963257195145
PEX13,-0.0909686825611513
KIAA1841,0
C2orf74,0.0158481696709401
AHSA2,-0.0153599370607494
USP34,-0.0309947792413454
RP11-355B11.2,0.0617768023457599
XPO1,0.0313117238344342
FAM161A,0.094048003983863
CCT4,0.0296087969723589
AC107081.5,-0.00470809884972541
COMMD1,0.0468788536739713
B3GNT2,0.234418607734638
AC093159.1,-0.0416158298751279
TMEM17,-0.0131272970661218
AC092155.4,0
EHBP1,0.0181621905471584
AC009501.4,0
WDPCP,0.158110813686344
MDH1,0.0534826637255084
UGP2,-0.0184913761655951
VPS54,-0.0351496926537442
PELI1,-0.0907393483025413
AC074289.1,-0.0258968834909214
LINC00309,0.0161814477080282
AC008074.3,0
LGALSL,0.107784084717457
RP11-568N6.1,0.0208294838137655
AFTPH,0.061080245064379
SERTAD2,-0.0832265395732038
AC007365.3,0
AC007386.2,-0.0148554480709426
SLC1A4,-0.0255534621059102
AC007386.4,0.0234072454991375
CEP68,-0.0399704115018809
RAB1A,-0.013368032316383
ACTR2,-0.0286648536623061
SPRED2,-0.0816710364521338
AC074391.1,0
RP11-418H16.1,0
AC092669.3,-0.0197568606059051
MEIS1,-0.043893124306669
MEIS1-AS2,-0.0267197444748609
AC023115.2,0
ETAA1,-0.0563279576631898
C1D,0.0936524412822901
WDR92,0.0721623646193625
PNO1,-0.0426100411957142
PPP3R1,-0.039253000564488
RP11-474G23.2,0
RP11-474G23.3,-0.0120335707540485
CNRIP1,0.0439917289799285
PLEK,-0.0427928869497637
FBXO48,0.0402147792375849
APLF,0.0310429227086704
ARHGAP25,-0.0781549303491391
AC097495.2,-0.0233707119530687
ANTXR1,-0.0294342572521545
GFPT1,-0.0174272191289043
NFU1,-0.0115263419917499
AAK1,0.042724730172014
ANXA4,-0.0535816047715708
GMCL1,-0.0121120742304127
SNRNP27,-0.0650842816654667
MXD1,-0.0203962369738205
ASPRV1,0
PCBP1,-0.0116878356796088
AC016700.5,-0.011509413819364
C2orf42,-0.00784699529408539
TIA1,-0.0184094017381941
PCYOX1,0.024526645171585
SNRPG,0.0366254037155905
FAM136A,-0.0340367855422592
AC022201.5,0
TGFA,0
ADD2,0.108493149367503
CLEC4F,0
VAX2,0
ATP6V1B1,0
ANKRD53,-0.0392210879157949
TEX261,0.075289160502253
NAGK,-0.0373096175776049
RP11-467P9.1,0
MCEE,-0.0818659872539415
MPHOSPH10,-0.00597263834952142
PAIP2B,0.0501873757111796
ZNF638,-0.0595122060557403
DYSF,-0.0427225757106503
CYP26B1,0.0265930576119191
EXOC6B,-0.0129593219717259
SPR,-0.0690246707785727
EMX1,0
SFXN5,0.131044141765119
RAB11FIP5,-0.0460190945727123
SMYD5,-0.00998404584469365
PRADC1,0.036836283576163
CCT7,0.0606043472490689
FBXO41,-0.035052606359481
EGR4,-0.0268010342441781
ALMS1,-0.00856432775564232
NAT8,-0.0313936711348334
TPRKB,0.0575868887696298
RP11-434P11.2,0
DUSP11,-0.0538800725469612
STAMBP,0.0368133597831603
ACTG2,0
DGUOK,-0.0657927974174938
DGUOK-AS1,0.0122123293356422
TET3,-0.0672569270895913
BOLA3,0.135318987158295
BOLA3-AS1,0.0259231082626042
MOB1A,0.0750338717166341
RP11-287D1.2,0
MTHFD2,0.0174048906480969
RP11-287D1.3,0
SLC4A5,-0.0240574265656784
DCTN1,0.0631813946952137
C2orf81,-0.0138604661994508
WDR54,0.0664649573314971
RTKN,-0.0615888160598594
INO80B,-0.0224926018116843
WBP1,-0.0195188291011479
MOGS,-0.0527560161963072
MRPL53,0.0589826095086389
CCDC142,-0.0240574265656784
TTC31,0.0380582663212567
LBX2,-0.00251998408105233
LBX2-AS1,-0.0716261705741867
PCGF1,0.380977700267977
DQX1,-0.0359586695379796
AUP1,0.0813559898377619
HTRA2,0.325157401649085
LOXL3,-0.0578290057536082
DOK1,0.0962454476069024
M1AP,0.0139636061407605
SEMA4F,-0.0265452471550214
RP11-259N19.1,-0.0427875138353807
HK2,-0.00542368718655473
POLE4,-0.019721460423596
RP11-355F16.1,-0.0329796566961182
EVA1A,-0.107493652504423
MRPL19,-0.0300400253908943
GCFC2,0.0616933867059105
RP11-342K6.1,-0.0377225793293364
RP11-342K6.4,0
LRRTM4,0
REG1A,0
SUCLG1,-0.0881154679747324
DNAH6,0
TRABD2A,-0.0212724985539949
TMSB10,0.0559408572375625
KCMF1,0.000490412801978325
TCF7L1,-0.0717589789544006
TGOLN2,-0.077260525887847
RETSAT,-0.033071579672952
ELMOD3,-0.0479730686433015
CAPG,-0.0123287324595956
SH2D6,0
MAT2A,0.143566161827121
GGCX,0.0436016355389286
VAMP8,-0.0706560024864305
VAMP5,-0.0315720222011148
RNF181,0.224208744977876
TMEM150A,0.116346432920481
USP39,-0.0459585691801612
C2orf68,-0.028601281461202
GNLY,-0.00847650509560687
ATOH8,-0.0510853581570066
ST3GAL5,0.0403590820049003
ST3GAL5-AS1,0
RP11-548P2.2,-0.0131272970661218
POLR1A,0.116832651058485
PTCD3,-0.0354953739964017
IMMT,0.0697580602939568
RP11-301O19.1,-0.0220617020326623
MRPL35,0.0408476857322494
REEP1,-0.00870595484182662
KDM3A,-0.0281808544406296
CHMP3,0.017146096282894
RNF103,-0.108596334653688
RMND5A,-0.0566161950238507
CD8A,-0.026507678296815
CD8B,-0.0329796566961182
PLGLB1,-0.0343836232590953
AC133644.2,-0.0323077158503987
LINC00152,0.0443763896677577
RP11-1399P15.1,0.00193790151787526
PLGLB2,-0.0856297143987511
RGPD2,0
KRCC1,0.101334302910554
FABP1,-0.0444014823155272
THNSL2,-0.041133907660878
EIF2AK3,-0.036992203723126
AC062029.1,-0.0406014623233726
RPIA,-0.000251944612207964
IGKC,0.00443931312182213
IGKV1-12,-0.0052619982814966
IGKV1-8,0
IGKV4-1,0.0103178351949905
IGKV1-5,-0.033560845018655
IGKV1-6,0
IGKV1-9,0.0796405232442293
IGKV3-11,-0.0436446598570536
IGKV3-15,-0.0263909383327702
IGKV1-16,0
IGKV1-17,0
IGKV3-20,-0.0202872648799638
IGKV6-21,-0.0227034908668737
IGKV2-24,0
IGKV2-26,0
IGKV1-27,0
IGKV2-29,0
IGKV2-30,-0.0289802707486592
IGKV1-39,-0.0147289736271259
IGKV1D-39,0
IGKV2D-30,0
IGKV2D-29,-0.0215484081354742
IGKV2D-28,0
IGKV3D-20,0
IGKV6D-41,-0.0171896608565001
IGKV1D-17,0.00129461022511157
IGKV3D-15,0
IGKV1D-12,0
IGKV1D-8,-0.0102161083495821
CH17-132F21.5,0
TEKT4,-0.0380321578140801
MAL,0.00418484307939254
MRPS5,0.0366644157765516
ZNF514,0.017434398675938
ZNF2,-0.0490792014470184
AC092835.2,0
PROM2,0
KCNIP3,0
FAHD2A,0.0194048833376723
RP11-440D17.3,-0.0432359258051978
LINC00342,0.00860597688166427
ANKRD36C,0.0354087241632439
GPAT2,0.00521047134600104
ADRA2B,-0.0167268008397682
DUSP2,0.0116656560732881
STARD7,0.0322374440700635
TMEM127,0.0280440626750274
CIAO1,0.00965840772467152
SNRNP200,-0.0141193134839455
AC021188.4,0
ITPRIPL1,0.160563393269215
NCAPH,-0.0349789625356083
NEURL3,0
ARID5A,0.0375234171292609
KANSL3,0.0944337335461541
FER1L5,0.394571166885215
LMAN2L,-0.0807857396755515
CNNM4,-0.0499150218849636
RP11-353K11.1,0
CNNM3,-0.0713182094108265
ANKRD23,0
ANKRD39,-0.00693054570139698
SEMA4C,-0.0208155950085451
FAM178B,0
FAHD2B,-0.00561855302770776
ANKRD36,0.0184584216511716
AC159540.1,-0.0282716473327321
ANKRD36B,-0.00181225837741225
COX5B,0.010027114932676
ACTR1B,-0.0204019394032875
LINC01125,-0.0206820291134091
ZAP70,0.0144981203524971
TMEM131,-0.016425209598099
VWA3B,0
INPP4A,-0.0661195096999683
COA5,-0.0237956888797415
UNC50,-0.078340998987832
MGAT4A,-0.05712528113302
AC109826.1,0
KIAA1211L,-0.0250194968943298
TSGA10,-0.0369731481406525
C2orf15,0
RP11-111H13.1,0
LIPT1,-0.058756937007614
RP11-38C17.1,-0.011509413819364
MITD1,-0.0439270536198399
MRPL30,-0.0306360002643234
LYG2,0
LYG1,-0.050408644809616
TXNDC9,0.374270712216963
EIF5B,0.0597474207855643
REV1,-0.0778443087788916
RP11-527J8.1,0
AFF3,-0.0421730897489366
LONRF2,-0.0191861450694995
CHST10,-0.0210622172560508
PDCL3,0.013216364400094
NPAS2,0.217991944059486
RPL31,0.29209326715552
TBC1D8,0.204595167864276
RP11-299H21.1,-0.031959344722916
CNOT11,0.145574370120963
RNF149,0.05255381852175
RFX8,0
MAP4K4,-0.0182328968484252
LINC01127,-0.0543739775551394
IL1R2,-0.0325557526663251
IL1R1,0.068186920782271
IL1RL2,-0.0272382303961008
IL1RL1,0
IL18R1,-0.0227131300780892
IL18RAP,0.0262033390445154
MFSD9,0.0280427766359121
TMEM182,0.00193790151787526
AC068535.3,-0.0435099922889693
MRPS9,0.00229849183998436
AC104655.3,0
RP11-332H14.1,0
TGFBRAP1,0.0329279756686521
AC012360.4,0.0293187383327032
RP11-332H14.2,-0.0275863659254661
C2orf49,-0.0485610860375282
FHL2,-0.0429895186606913
NCK2,0.0188488867876427
AC009505.2,0
C2orf40,0.0567446515933549
UXS1,-0.000359319061404916
ST6GAL2,0
SULT1C2,-0.0275668279998546
SULT1C4,0.0269541226804245
GCC2,0.0374062212350785
GCC2-AS1,0.0298841218755063
LIMS1,-0.0780941867970016
RANBP2,-0.086743993674753
CCDC138,0.0304133790189518
EDAR,0
SH3RF3-AS1,0
SH3RF3,0
SEPT10,0.0950084181747338
SOWAHC,-0.0691757358163151
RGPD5,-0.0137964734817526
LINC01123,-0.011509413819364
MALL,0.00720356266017874
NPHP1,0.00275953852905245
LINC00116,0.0357338450299762
RP11-1223D19.1,0.248734378409309
LINC01106,-0.011509413819364
RP13-1039J1.3,0
BUB1,0.00322319265232019
ACOXL,0
BCL2L11,-0.0738996468324617
MIR4435-2HG,0.207660159803141
RP11-181E10.3,0
RP11-803D5.4,-0.00463529290249571
AC017002.1,0
AC017002.2,0
ANAPC1,-0.0707821649755135
MERTK,-0.0535925753035137
TMEM87B,0.0792696884362961
FBLN7,0
ZC3H8,0.00110238203619943
ZC3H6,-0.0367776383661539
RGPD8,0
TTL,0.0643366961065735
POLR1B,-0.0416954966828218
CHCHD5,-0.0521008013198804
AC012442.6,0
AC079922.3,0.00879877833071749
SLC20A1,-0.0418023252349583
CKAP2L,-0.026448584629053
IL1B,-0.122546944462532
IL1RN,0.0088164844912645
PSD4,-0.108097825716438
AC016683.5,0
PAX8,0
RP11-65I12.1,0.00368144676493814
AC016745.3,0
RP11-480C16.1,0.0379748069380861
CBWD2,-0.0251513341017761
FOXD4L1,0
RABL2A,-0.0270280101546102
SLC35F5,0.000564268471932306
AC024704.2,0
AC104653.1,-0.0277544666372584
RP11-141B14.1,0.0442586656264475
ACTR3,-0.0636811667202673
LINC01191,0.0442586656264475
DPP10,0
DPP10-AS1,0
DDX18,0.0913178817377644
AC009404.2,-0.0203833011527825
CCDC93,-0.0299336617387709
AC009303.1,0
INSIG2,-0.0763530499880863
AC093901.1,-0.0132940279137089
MARCO,-0.0454426625457084
STEAP3,-0.0936932553038105
C2orf76,0.0700477268455845
DBI,-0.0611379359746379
TMEM37,-0.0314135302749683
AC013275.2,0
CFAP221,0
TMEM177,-0.0320916425346447
PTPN4,-0.0247164178777918
EPB41L5,-0.07904850856056
TMEM185B,0.0328235197284724
RALB,-0.041160199001941
INHBB,0.338449389626924
AC073257.2,0
TFCP2L1,0
CLASP1,0.0698586880809926
RP11-204L24.2,0
NIFK-AS1,-0.0370587051446003
NIFK,0.0653434724371734
TSN,0.023209719477531
GYPC,0.181094449752589
BIN1,-0.0618918620742647
CYP27C1,0
ERCC3,0.0459315346140777
MAP3K2,0.0464529497972529
AC068282.3,0
PROC,-0.0944062391308471
IWS1,-0.0467436463390936
AC010976.2,0
MYO7B,-0.0432359258051978
RP11-286H15.1,-0.0406014623233726
LIMS2,-0.0352107037550362
WDR33,-0.00504256914372039
SFT2D3,-0.0908863865952398
POLR2D,0.0484917474913073
AMMECR1L,-0.0468494196767719
RP11-395A13.2,-0.0130574648730242
SAP130,0.0650562557082078
UGGT1,-0.0246923577079486
HS6ST1,-0.0919306471494799
RAB6C,0
CCDC74B,0
SMPD4,-0.00606133671781164
MZT2B,0.199908117867998
CCDC115,-0.0597088384952638
IMP4,-0.0391886049046392
PTPN18,-0.0111053304163524
TISP43,-0.0504355141742362
ARHGEF4,0
FAM168B,0.0269103889459398
PLEKHB2,0.0634743410173336
RP11-109E12.1,-0.0267137726411402
MZT2A,0.130491622410237
TUBA3D,0
CCDC74A,-0.0144519380013908
C2orf27B,0
RP11-725P16.2,0.00991809746904917
GPR39,0
LYPD1,0
NCKAP5,-0.0305146431809074
MGAT5,0.0632574234423951
TMEM163,0
CCNT2-AS1,0
ACMSD,-0.0576498021324845
CCNT2,-0.0778695519936572
RAB3GAP1,-0.0186696625316655
ZRANB3,0.0353765202219698
R3HDM1,-0.037651324337501
UBXN4,0.279401457812861
MCM6,0.00242079497922687
DARS,0.00730613014003587
DARS-AS1,0
CXCR4,0.0620737372368179
THSD7B,0
HNMT,-0.123602124385262
AC097721.2,0.0554045356752068
SPOPL,-0.0355580450281613
AC092620.3,0
LRP1B,0
KYNU,-0.12899675190408
ARHGAP15,-0.0485890780883164
GTDC1,-0.0449705269673595
ZEB2,-0.142807250260991
ZEB2-AS1,0.0386515917094177
LINC01412,0
TEX41,0
ACVR2A,-0.00337226929674378
AC009480.3,0
ORC4,-0.0389727791593459
MBD5,0.0517961311742399
EPC2,0.0873829639988338
KIF5C,0
LYPD6B,-0.00802370123226833
LYPD6,0
MMADHC,-0.0609639355003799
AC144449.1,0.0292762248713912
AC016682.1,0
RND3,-0.0420438301063143
RBM43,0.0491902698825856
NMI,0.185251299220847
TNFAIP6,0.0271188248097036
RIF1,-0.0191390499766208
NEB,-0.0505987449757328
ARL5A,0.0187350865015854
CACNB4,0.00826199497087584
STAM2,-0.0144083808925398
FMNL2,-0.0529722221279299
PRPF40A,0.00086642485527903
ARL6IP6,0.114361723259769
RPRM,0
KCNJ3,-0.0606373871210692
RP11-605B16.1,0
NR4A2,-0.0918671027096872
GPD2,-0.023455246069654
GALNT5,0
ERMN,0
CYTIP,0.0511277916812525
ACVR1C,-0.049123434316565
ACVR1,-0.0474815616377511
UPP2,-0.0691588286121193
RP11-546J1.1,0
RP11-1152H14.1,0
CCDC148,0
PKP4,-0.0173582143690116
DAPL1,0.0574102412877557
TANC1,-0.0463942878089856
WDSUB1,-0.0380359528074115
BAZ2B,0.0577249530947675
AC009506.1,-0.00583929161979613
AC009961.3,0.0144981203524971
MARCH7,-0.109398966484619
CD302,0.00419230986279856
LY75,-0.050343202629997
PLA2R1,0.00717325486648193
ITGB6,-0.0119034953280072
RBMS1,-0.084655860765945
TANK,-0.0873562587201554
AC009299.2,0
AC009299.3,-0.021358539711351
PSMD14,0.0461296455135961
SLC4A10,0
DPP4,-0.0702017979037971
FAP,0
IFIH1,-0.0305835543737751
GCA,0.15174284679184
KCNH7,-0.0216985464799105
FIGN,0.0928800024712006
GRB14,-0.0596111690730677
COBLL1,-0.0767422369620041
AC019181.2,0
SLC38A11,-0.0399629740444411
AC013463.2,0
SCN3A,-0.00638515688647559
CSRNP3,0
GALNT3,-0.0302053432982233
AC009495.2,0
AC009495.4,0
TTC21B,0.0741444452892556
AC010127.3,0
SCN9A,-0.0412280360410504
SCN7A,0
STK39,-0.00590481924398913
CERS6,-0.0668665033430146
NOSTRIN,0.0603136975337509
SPC25,0.0345603344571146
ABCB11,-0.0267137726411402
DHRS9,0.0298841218755063
LRP2,0
BBS5,0
KLHL41,0
FASTKD1,-0.00858119097291563
PPIG,0.00920113603065247
CCDC173,0.00717325486648193
PHOSPHO2,-0.00417871175805903
KLHL23,0.00860597688166427
SSB,0.0967582637283897
METTL5,0.0373752103347613
UBR3,0.076872669388455
MYO3B,0
LINC01124,0
SP5,0
AC007405.4,0
AC007405.6,0
ERICH2,-0.0212724985539949
GAD1,0
GORASP2,0.112592680121394
TLK1,-0.0186243927835159
METTL8,-0.0129785072607463
DCAF17,-0.0476397376467287
CYBRD1,-0.0479610641479292
DYNC1I2,0.280646073385658
SLC25A12,-0.0167976212652829
HAT1,-0.0440178610221473
METAP1D,0.0786271925554081
ITGA6,-0.00319185943053745
AC078883.4,0
AC078883.3,-0.00933742585483637
AC093818.1,0.00639374936772259
PDK1,-0.0116748608476102
RAPGEF4,0.0178643088184298
AC013461.1,-0.0525075813236993
CDCA7,0
SP3,-0.0527084230410398
RP11-394I13.1,0
OLA1,0.00784096726417625
CIR1,-0.0700062493521137
SCRN3,0.0149986508795136
GPR155,-0.0589272030113635
AC010894.3,-0.0279474271608737
WIPF1,0.0755025743054531
CHRNA1,0.0247863501493937
CHN1,-0.0131361838962329
ATF2,-0.0461658459517442
ATP5G3,0.119433832014164
KIAA1715,-0.0653044361231035
HOXD8,0
MTX2,0.0214646466506642
LINC01116,0.0802802325192438
LINC01117,0
HNRNPA3,-0.0491946665395798
NFE2L2,0.0738851543933532
AC079305.10,0.00860597688166427
AGPS,0.0220818603737505
TTC30B,-0.0302976975135552
TTC30A,-0.0321157094286843
PDE11A,-0.0270647523083711
AC012499.1,0
RBM45,-0.0287504145246576
OSBPL6,-0.0454186479404684
AC009948.5,-0.000701839308219643
PRKRA,-0.0296314653569671
DFNB59,-0.0432359258051978
FKBP7,-0.0434643086060984
PLEKHA3,-0.0372443460608633
TTN-AS1,0.00209210164919689
TTN,-0.0339987921870124
RP11-65L3.4,0
RP11-65L3.2,-0.0329796566961182
RP11-171I2.5,0
RP11-171I2.2,0
RP11-171I2.4,-0.0130005494161553
CCDC141,0.394571166885215
SESTD1,0.0113539597391847
ZNF385B,-0.0561161366842918
CWC22,0.05042722109386
UBE2E3,-0.005246396268661
AC104820.2,0
ITGA4,-0.0139975553169189
CERKL,0
NEUROD1,0
RP11-366L5.1,0
SSFA2,-0.033638987499436
PPP1R1C,-0.0585684555150891
PDE1A,0
DNAJC10,-0.109644609106312
FRZB,0.0199945633964017
NCKAP1,0.021317447391848
DUSP19,0.0310429227086704
NUP35,-0.0370634060889403
RP11-438L19.1,0
ZNF804A,-0.0262824376139671
FSIP2,-0.0344180007391974
FSIP2-AS1,-0.0240574265656784
LINC01473,0.378761242983792
RP11-410E4.1,0
ZC3H15,-0.0192531580374984
ITGAV,-0.0367758864417015
FAM171B,-0.0319089270958062
AC007319.1,-0.0196348244201061
CALCRL,0.137924119718283
TFPI,-0.0304720649330367
GULP1,-0.0735485107374031
COL3A1,-0.0149194935782625
COL5A2,0
WDR75,-0.0434464587935773
SLC40A1,-0.0781418120104815
ASNSD1,0.0408373411824106
ANKAR,-0.0190433581528958
OSGEPL1,-0.0408062028874496
OSGEPL1-AS1,-0.0371952377005151
RP11-455J20.3,0.00826199497087584
ORMDL1,0.031305172521982
PMS1,0.0318206270388211
C2orf88,0.168282787608506
MSTN,-0.052774709505591
HIBCH,0.207744180519054
INPP1,0.0137182169602135
MFSD6,0.0242809728505025
RP11-647K16.1,0
NEMP2,-0.00271091278288904
AC093388.3,0
NAB1,0.00845482579618984
GLS,-0.00131033776590711
STAT1,-0.00778802099540694
STAT4,-0.0521337950775986
MYO1B,-0.141848839621144
NABP1,0.0330859146925246
SDPR,0.0152188164677353
AC098617.1,0
SLC39A10,-0.00970131935546997
DNAH7,0
STK17B,0.094492176502782
RP11-347P5.1,0.010311640792927
HECW2,0.0361512687383841
AC020571.3,0
RP11-369J9.1,0
CCDC150,0.0235764877445938
GTF3C3,-0.0305845062035453
PGAP1,-0.0518805881023203
ANKRD44,0.018263197024858
AC013264.2,0
AC010746.3,0
SF3B1,0.109797300386642
COQ10B,-0.00790599533177468
HSPD1,0.0971672282514492
HSPE1,0.00884834060175186
MOB4,0.0292633351091789
RFTN2,-0.031216370117998
MARS2,-0.0299920433832274
PLCL1,-0.0332145984337659
SATB2,-0.0600687400702663
FTCDNL1,-0.0112392616642701
C2orf69,0.0341999248238624
TYW5,0.153301527895021
C2orf47,-0.0955816374128969
SPATS2L,-0.0734433037472863
KCTD18,0.085153410062665
SGOL2,-0.0240254905682683
AOX1,-0.138554695915434
BZW1,-0.016733737489096
CLK1,0.0241562979157916
PPIL3,0.114050745372019
NIF3L1,0.0244392790015572
ORC2,0.0769002918702189
AC005037.3,0
FAM126B,0.291525460440977
NDUFB3,0.0431141350088726
CFLAR,0.0466796233761536
CFLAR-AS1,0
CASP10,0.255572719412525
CASP8,-0.0260160668331403
ALS2CR12,0
TRAK2,-0.0146292327657512
STRADB,-0.0494859273974078
TMEM237,-0.0127261012035052
MPP4,0
ALS2,0.0770894248885202
FZD7,0.0599981617388714
KIAA2012,0
AC079354.3,0
AC079354.5,0
SUMO1,-0.0466096305881068
NOP58,0.0230697688740401
RP11-686O6.2,-0.0225895657874647
BMPR2,-0.0431237068705368
FAM117B,-0.0231270961713946
ICA1L,-0.0261325234886207
WDR12,0.0397754528412516
CARF,-0.0594745394097179
NBEAL1,0.11174977154969
CYP20A1,0.183811250072479
ABI2,0.0220451609956656
RAPH1,-0.00749890351046444
CD28,0
CTLA4,0
ICOS,0
PARD3B,-0.0355350119983401
NRP2,-0.0752118319026722
INO80D,0.0528769832845193
AC007383.3,0
NDUFS1,0.0548457844098451
AC007383.4,0.0599981617388714
EEF1B2,0.19709970746678
ZDBF2,0.0149322548103176
ADAM23,0
MDH1B,0
FASTKD2,-0.0474595452684296
AC008269.2,0
CPO,0
KLF7,0.0379299631906502
AC007879.2,0.0310429227086704
CREB1,-0.0334672039221217
METTL21A,0.00198520696400131
AC079767.4,-0.0336385742430515
CCNYL1,-0.0536286178831934
RP11-801F7.1,-0.0432802880132746
FZD5,0.325541692634693
AC096772.6,0
PLEKHM3,0
IDH1,-0.117314252384367
IDH1-AS1,0
PIKFYVE,-0.0349305463966356
MAP2,-0.050408644809616
RPE,0.0879462521182335
KANSL1L,0.00175669387166203
RP11-260M2.1,0
AC007038.7,-0.00583929161979613
AC006994.2,0
ACADL,0
LANCL1,-0.0583598934151509
CPS1,-0.176514019279784
IKZF2,-0.00802370123226833
RP11-105N14.1,0
SPAG16,-0.0623561908597525
BARD1,0.0329205483707715
AC072062.1,0
ATIC,-0.00648223099633655
FN1,-0.0938271378087941
LINC00607,-0.0104179514052234
AC093382.1,0
MREG,-0.0485135129431594
PECR,-0.0394620638563074
TMEM169,0
XRCC5,-0.0432824141956494
PKI55,-0.0261376274374543
SMARCAL1,-0.0422433841859701
RPL37A,0.2017315016124
AC073321.4,0
IGFBP2,-0.14173822034292
IGFBP5,-0.0410679928158285
DIRC3,0
TNS1,0.0244717498867566
AC010136.2,0
RUFY4,0
CXCR2,0
CXCR1,0
ARPC2,0.0128536526892393
GPBAR1,0.0119714363599024
AAMP,0.0607476572471571
PNKD,0.0686304816444264
TMBIM1,0.0241737857119972
CATIP,0.0599981617388714
SLC11A1,0.016132640275497
CTDSP1,-0.0711756995392522
RP11-378A13.2,0.00891742040389835
VIL1,-0.0494660279437463
USP37,-0.00633468905366879
RQCD1,-0.0632785458151172
PLCD4,0
RP11-548H3.1,-0.0393610408858572
ZNF142,-0.0223838188282906
BCS1L,-0.0365363065874792
RNF25,-0.0231966191022893
STK36,0.0359465410484019
TTLL4,0
CYP27A1,-0.101280539483283
RP11-459I19.1,-0.0399629740444411
WNT6,0
WNT10A,-0.00218910660425723
CFAP65,0
IHH,0
RP11-33O4.1,0
NHEJ1,0
SLC23A3,0
CNPPD1,-0.0227987490778142
FAM134A,0.0308718186538286
ZFAND2B,-0.0397210058727183
ABCB6,0
ATG9A,0.21995722227449
ANKZF1,0.346844918681805
GLB1L,0
STK16,-0.0390319357060337
TUBA4A,0.103292520319913
TUBA4B,0
DNAJB2,0.0406078789862628
PTPRN,0
DNPEP,0.0225923997421475
AC053503.4,0
DES,0
SPEG,-0.0766816745038945
RP11-316O14.1,0
GMPPA,0.0464250135484198
CHPF,-0.0582221176176163
TMEM198,-0.0212724985539949
OBSL1,-0.0650456219887974
INHA,0
STK11IP,-0.0406014623233726
SLC4A3,0
EPHA4,-0.0225793146292561
SGPP2,0
RP11-16P6.1,0
FARSB,0.0406952955436901
MOGAT1,0
ACSL3,-0.0753004696795656
KCNE4,0
SCG2,0
AP1S3,0
WDFY1,-0.01832781965498
MRPL44,-0.066182071781214
SERPINE2,-0.0226456807605195
FAM124B,-0.00221182484374464
CUL3,0.180807542333535
DOCK10,-0.0343538239292741
NYAP2,0
IRS1,-0.0578572256502923
RP11-395N3.2,0.0175656658836686
RHBDD1,0.0428683734222232
COL4A4,-0.0056124292587322
COL4A3,0
MFF,0.134937973467874
AGFG1,-0.0430597272449073
SLC19A3,0
CCL20,0
AC009410.1,0
PID1,-0.145798663122093
TRIP12,-0.0139118930531883
FBXO36,0
SLC16A14,-0.018297430498758
AC009950.2,-0.0346418014203159
SP110,-0.0527024837364191
SP140,-0.00403458788305013
SP140L,0.0023500013872895
SP100,-0.00437692791390376
AC098823.3,0
CAB39,-0.0117642875934785
ITM2C,-0.0018733569398196
GPR55,0
C2orf72,-0.096761473826674
PSMD1,-0.034377261728951
HTR2B,-0.0401483206128644
ARMC9,0.00192941213353653
B3GNT7,-0.024567246372095
NCL,-0.00737677284197535
LINC00471,0
NMUR1,-0.00915450873754648
PTMA,0.122764259777107
PDE6D,-0.0942809236295323
COPS7B,-0.0301820971756433
DIS3L2,0.0592445916351319
TIGD1,0.0113527236605001
EIF4E2,-0.0215394192886765
EFHD1,-0.0841542437820979
GIGYF2,-0.0802016289107367
C2orf82,-0.0862624895718652
NGEF,-0.0448109949666582
INPP5D,-0.0660884843381882
ATG16L1,-0.0569961553811207
SAG,0
RP11-400N9.1,-0.00573430830663172
DGKD,0.101376300798906
USP40,-0.0736229491730191
UGT1A9,0
UGT1A6,-0.0546533386368098
AC114812.8,0
UGT1A4,-0.0568191313959978
UGT1A3,0
UGT1A1,-0.0364774435468548
MROH2A,0
HJURP,0.0295005593582738
TRPM8,-0.0508284114649006
SPP2,-0.106932711342792
ARL4C,-0.0403999753428536
SH3BP4,-0.0329126121976349
AGAP1,0.00860597688166427
IQCA1,0
