,Celltype6,Celltype7,Celltype8,Celltype9,Celltype10
hsa04510,0.300281211893682,0.353313360116429,0.109889017774841,0.114815153908464,0.737863702322593
hsa04514,0.276159804874169,0.23837717806384,0.984460461653497,0.180329153305008,0.538328467805053
hsa04520,0.300281211893682,0.341884085797668,0.602917519454202,0.382883358540878,0.995666540867981
hsa04530,0.000270405707478676,1.51100670834314e-08,0.523434553761659,2.69601102668235e-05,0.70559099555635
hsa04540,0.300281211893682,0.479953091621353,0.628651107822113,0.30461472570632,0.0132020599092194
hsa04550,0.550105209689417,0.328731432137681,0.124837236109797,0.221771310277242,0.818556607135002
hsa04611,0.300281211893682,0.190372218436049,0.179447727732717,0.0587129104109468,5.21183676870873e-08
hsa04612,0.0317432652803837,2.47268395271971e-07,0.4885634950517,2.74030369233276e-09,1.18527823207954e-10
hsa04613,0.300281211893682,0.0294863515081136,0.00833223786919563,0.0505427595079825,0.280899612315316
hsa04620,0.439420686606647,0.101413253533574,0.738240252844108,0.116066596104507,0.240499827183814
hsa04621,0.300281211893682,0.469176343459055,0.446403317662039,0.0803411392443158,0.239619904949593
hsa04625,0.184871496263084,0.696033153729795,0.97143536424584,0.87883090202504,0.708510996847669
hsa04640,0.890754654705042,0.935061163695796,0.464018993892978,0.117116836510532,0.077700290939144
hsa04650,0.937931295121563,0.673595676892132,0.030390651381974,0.674449544083526,0.38047402060941
hsa04657,0.300281211893682,0.372654858891757,0.418786996643636,0.212948981069531,0.304733790007063
hsa04658,0.662668586878508,0.611140482192295,0.577850008083872,0.723998654436373,0.898587885274458
hsa04659,0.644738488541755,0.567046639720519,0.951978868431448,0.937689633232537,0.996829769936178
hsa04660,0.448146478259544,0.26677670144216,0.0693223614939492,0.182874011741887,0.240059646265917
hsa04666,0.9994863532618,0.999999999987485,0.761470479069635,0.999919087279511,0.999283972432481
hsa04668,0.104365523292197,0.309852636127991,0.115092758918041,0.94602373166472,0.0411333192987427
hsa04672,0.877395407555943,0.930534180663669,0.479420606197886,0.120737957907854,0.0974555003305906
hsa04710,0.300281211893682,0.198890955085322,0.00124993844104886,0.256997246267099,0.00252978021281545
hsa04713,0.572745211184625,0.134369990224297,0.0348819627429002,0.263955639122566,0.227914616486831
hsa04714,0.429856357779699,0.999356028984868,0.996150228011944,0.999999988269942,3.01452334364154e-05
hsa04722,0.595148068160408,0.271884714093282,0.315528674588537,0.71859986526921,0.235682087149133
hsa04723,0.203077940479539,0.0664216652542671,0.179072536716485,3.33748839273411e-05,0.0211478480500474
hsa04724,0.300281211893682,0.332000556134961,0.0015154781610907,0.203727670864569,0.184444144944555
hsa04725,0.300281211893682,0.495371945540067,0.234550486266907,0.983607757492906,0.140141391440863
hsa04726,0.300281211893682,0.161412516129085,0.119895216761213,0.11669593521636,0.0469258295108737
hsa04727,0.300281211893682,0.332936959151299,0.00147364767328404,0.199507144045894,0.185199129522276
hsa04728,0.300281211893682,0.0562824974434086,0.241649695003778,0.000240236783379629,0.110205755340286
hsa04750,0.300281211893682,0.400769221713765,0.446403317662039,0.233743510621586,0.238741742881951
hsa04810,0.998549636923051,0.999999920747507,0.812559400927328,0.999965242331081,0.99999999979328
hsa04910,0.300281211893682,0.88987180553062,0.997712738449229,0.167403008839333,0.999960595568156
hsa04911,0.300281211893682,0.159840360399874,0.271176512771115,0.000729343325806794,0.100412160564758
hsa04912,0.300281211893682,0.0706782634115247,0.0434798236678716,0.0566095772453742,0.0145544178193672
hsa04913,0.300281211893682,0.0351659411033722,0.861716623533985,0.363009044887371,0.999793760831807
hsa04914,0.300281211893682,0.131875349574145,0.0742263995214626,0.264306062627844,0.0644630590774015
hsa04915,0.300281211893682,0.568060338693329,0.116210253094254,0.995646918498267,0.0818990335844602
hsa04916,0.300281211893682,0.620986577581068,0.196840167007973,0.988517796736628,0.181816806624758
hsa04917,0.590002960965713,0.174019993959237,0.144058757692069,0.355397552042537,0.953074170489126
hsa04918,0.300281211893682,0.131600152377815,0.230172735433446,0.000209475934762668,0.0715179996945251
hsa04919,0.480617653666781,0.00744720796577636,0.0284711138870334,0.149786304676681,0.0378755528791639
hsa04920,0.633987664711777,0.359078784308917,0.972901409286698,0.19593177577013,0.998942152856924
hsa04921,0.300281211893682,0.17869448903834,0.119895216761213,0.134609293866509,0.549550011821772
hsa04922,0.300281211893682,0.966307866160453,0.984460461653497,0.652552649747107,0.542821256145073
hsa04923,0.300281211893682,0.318543004878013,0.199634571585533,0.126872611115884,0.000443750950045455
hsa04925,0.300281211893682,0.0805843507956798,0.257115078964973,0.000467759167552283,0.0760673118190715
hsa04926,0.300281211893682,0.343779272164928,0.21900724982532,0.951647948806485,0.203489910780215
hsa04927,0.300281211893682,0.0798163762967868,0.255269284815039,0.000652384484172534,0.0628741011228134
hsa04928,0.300281211893682,0.411768379252487,0.124837236109797,0.987789807241493,0.118407928276174
hsa04930,0.300281211893682,0.404760312036899,0.710968838906804,0.316723395547263,0.969404525298713
hsa04931,0.622291262261456,0.99233787820247,0.999277098485348,0.987721684860067,0.999999999020879
hsa04932,0.320553556528413,0.996809583803405,0.998868908949047,0.999999996105,0.00271312584488639
hsa04933,0.136103010089507,0.250517481665272,0.1266149973879,0.0314164487651822,0.00256327986167568
hsa04934,0.428988823854197,0.808223765910982,0.515437542255592,0.952502682082852,0.596147914211351
hsa04935,0.532574137566129,0.575143324361545,0.243442551186455,0.977406021739606,0.962357141187244
hsa04940,0.657813003330831,0.781500800142434,0.46458860653059,0.0907192925557613,0.070940337030138
hsa04970,0.300281211893682,7.03813544850643e-06,0.408177726654731,0.0287150572641911,0.192854161108391
hsa04972,0.300281211893682,0.59723649971205,0.446403317662039,0.251500034285211,0.238741742881951
hsa04973,0.300281211893682,0.191073435433732,0.446403317662039,0.0324919316719507,0.0779062704713718
hsa04974,0.410856091170698,0.670335855084855,0.00091940181164515,0.84182485450719,0.103688491920362
hsa04976,0.300281211893682,0.458933610651632,0.00911148008537491,0.0874382860111421,0.0752606829811812
hsa05012,0.999906454892586,0.999999999999992,0.999999999999857,1,0.99999999953241
hsa05017,0.031901105015955,0.542600618256282,0.225410455648458,0.000292039170115675,0.0258456432496247
hsa05020,0.999840195955028,0.999999999999998,0.99999999999925,1,0.999999987340138
hsa05031,0.300281211893682,0.121695612392453,0.362174213529107,0.00140032149521817,0.0677343851174593
hsa05034,0.300281211893682,0.645728028133828,0.165182174478428,0.99547979422569,0.288582581745596
hsa05100,0.996964174695162,0.999999999432881,0.992236158627083,0.999727009233564,0.991957973141264
hsa05120,0.999431485088283,0.999782350326451,0.995862014266602,0.998574925128582,0.999331510762486
hsa05130,0.99964640695756,0.999999999717915,0.999999280747154,0.999999998091016,0.999992641692541
hsa05131,0.999547149982034,0.999999999999866,0.999972076937734,0.999997165971219,0.99999712310073
hsa05132,0.999134010426555,0.999999999558482,0.999705052664878,0.999991602227814,0.941545089752209
hsa05134,0.0576058167587706,0.710304144031679,0.805141259430491,0.944839049074763,0.744730599402848
hsa05135,0.999266966483034,0.999999999999135,0.994230123414027,0.999145692303517,0.999999066483772
hsa05140,0.978724473623362,0.809977796599537,0.615574317066166,0.886426659088992,0.757735062018357
hsa05142,0.935739856625181,0.984224979585224,0.583451723488157,0.857094524282242,0.85084465322164
hsa05145,0.654561328995119,0.43599707928532,0.900759986946178,0.85588173410678,0.992560351597382
hsa05146,0.300281211893682,0.280939229893915,0.133901990342175,0.217019339480456,0.0474833500208182
hsa05150,0.590002960965713,0.376074513535381,0.453211685743954,0.0864208038689775,0.447090820908161
hsa05152,0.400576831919739,2.10921576987898e-05,0.741032210305048,0.000935728886416574,0.00440603305565905
hsa05160,0.994673673763154,0.99752321385547,0.560389286519927,0.991692580441931,0.999986894894838
hsa05161,0.858520244843595,0.199250818247987,0.169853559202284,0.827992183425441,0.926923920861392
hsa05162,0.209376964145897,0.251338324338363,0.20083944475892,0.055640536899158,0.000469169428353402
hsa05163,0.697409405506075,0.736601488990753,0.360026699380461,0.999383217655111,0.9989270036749
hsa05164,0.711144252407239,0.875416123486793,0.996814455175796,0.894265387958316,0.997823153904976
hsa05166,0.411715571083444,0.00693299707252459,0.999693937006007,0.999999920782501,0.943661275054066
hsa05167,0.750489211934544,0.103717512108019,0.595159022883096,0.776951530536665,0.98759253777369
hsa05169,0.746969570133635,0.17903137989023,0.987932510065797,0.93782100803241,0.980112108537333
hsa05170,0.431592437941388,0.0251148176354328,0.0171758326732905,0.0937316074098812,0.0157988477178582
hsa05171,4.62416515308962e-12,2.45753391591465e-29,1.2279977014491e-22,6.27399709321049e-44,9.43907589213022e-27
hsa05202,0.0786928393849402,2.58298242459611e-06,0.382783526226066,0.0674648061348045,0.179954543790053
hsa05203,0.835040881241097,5.14834065448986e-10,0.00240273725137926,1.8567897981431e-08,9.15003717971527e-05
hsa05204,0.300281211893682,0.0368997705150857,0.999225325158237,0.466265931726541,0.900580579522878
hsa05205,0.591719766004405,0.402264691213064,0.258967789694952,0.570596387819847,0.999765625901538
hsa05207,0.544854569833538,0.0182742964400161,0.950383367833856,0.999921147837639,0.996381831921187
hsa05208,0.847860516551882,0.986199620903218,0.99982506867378,1,0.999999969181699
hsa05210,0.297979829472336,0.0607992724597961,0.160594762569869,0.0282957447379721,0.0671804317468571
hsa05211,0.438549652391075,0.136896844025903,0.011844332842262,0.0907192925557613,0.0226263507519694
hsa05212,0.433329840458321,0.194603222655655,0.0846007336748622,0.17558317423421,0.911938516640847
hsa05213,0.183694915201627,0.0953784706180747,0.0226835139990097,0.0214128909955755,0.0189524985642368
hsa05215,0.188429254421349,0.722959078752761,0.103818413198036,0.987789807241493,0.11452806370686
hsa05219,0.59685950208737,0.270603162484181,0.0992400130538221,0.183158150924886,0.567975094156153
hsa05221,0.617243263286383,1.0770956273943e-06,0.556995078302008,0.200707605952364,0.998853642719886
hsa05223,0.464791326437152,0.233612813716129,0.67524221011617,0.720765487397834,0.994252542144851
hsa05224,0.688874429169841,0.254222433521868,0.0783369498094811,0.185727780771109,0.00238914200537502
hsa05225,0.583118789664614,0.276609415644157,0.0298038442434051,0.254928492818885,0.180698006882696
hsa05226,0.300281211893682,0.0923553946033996,0.0384469085793908,0.068732571315634,0.0550667740435031
hsa05231,0.300281211893682,0.0800078489818781,0.594603371191627,0.864925733635747,0.239180603675465
hsa05235,0.990175045405364,0.919222786315936,0.828327417032544,0.979924700416101,0.999752878115175
hsa05310,0.886139381199212,0.934897684993834,0.476565446238341,0.143632319562975,0.109673805084313
hsa05320,0.669100668943529,0.778447287039994,0.462879991005809,0.0966335905190588,0.0724887827398227
hsa05321,0.902274257702835,0.665187110847871,0.91086537824553,0.926759784854914,0.994634488384504
hsa05322,0.638963260044737,0.791995324842461,0.456621162199998,0.112545835702877,0.081471618740187
hsa05323,0.24532180245312,0.18208135721327,0.00182317351802535,5.9477518807589e-05,0.682769473252
hsa05330,0.658624108328924,0.786410712207343,0.462879991005809,0.0937316074098812,0.0730760791386085
hsa05332,0.663475250406221,0.779595202911608,0.463449454997805,0.0924824189720471,0.0738647965582962
hsa05410,0.300281211893682,0.400769221713765,0.446403317662039,0.233743510621586,0.20469288165681
hsa05412,0.300281211893682,0.114806665925184,0.416548276511843,0.233743510621586,0.207921417704104
hsa05414,0.300281211893682,0.400769221713765,0.446403317662039,0.233743510621586,0.203890431717162
hsa05415,0.322136425869157,0.997463044098473,0.999225325158237,0.99999999873422,0.00271312584488639
hsa05416,0.645560850656566,0.690147363872009,0.347236327577864,0.0309646237104324,0.0406368178705581
hsa05417,0.686528705933849,0.779595202911608,0.821302160387397,0.621607275502551,0.999972453264922
hsa05418,0.107192525512785,0.67452463833852,2.88177934791151e-08,0.0440987147033806,0.0713250457614995
